23,32
23,35
23,38
23,59
24,0
24,3
24,12
24,16
24,18
24,21
24,23
24,26
24,27
24,35
24,45
24,47
24,49
25,11
25,12
25,13
25,15
25,18
25,26
25,34
25,48
25,49
26,1
26,3
26,7
26,10
26,11
26,15
26,18
26,22
26,34
26,36
26,39
26,41
26,43
26,44
26,46
26,48
26,49
26,51
26,57
26,58
27,1
27,6
27,24
27,41
28,1
28,4
28,10
28,26
28,30
28,32
28,35
28,36
28,38
28,44
28,57
29,0
29,3
29,5
29,6
29,8
29,11
29,12
29,15
29,22
29,24
29,25
29,26
29,32
29,40
29,44
29,45
29,49
29,50
29,51
29,55
29,57
30,1
30,6
30,10
30,20
30,23
30,28
30,31
30,32
30,36
30,37
30,38
30,41
30,57
31,0
31,1
31,5
31,9
31,15
31,25
31,28
31,30
31,32
31,44
32,0
32,1
32,4
32,6
32,10
32,28
32,29
32,30
32,31
32,35
32,38
32,41
32,44
32,48
32,57
33,0
33,1
33,9
33,10
33,12
33,19
33,21
33,23
33,25
33,38
33,43
33,45
33,48
33,51
33,54
33,56
34,0
34,3
34,6
34,7
34,10
34,11
34,12
34,14
34,22
34,23
34,24
34,25
34,35
34,36
34,39
34,45
34,46
34,47
34,49
34,55
34,58
35,0
35,1
35,4
35,6
35,9
35,10
35,12
35,18
35,20
35,23
35,24
35,27
35,29
35,32
35,34
35,36
35,41
35,44
35,48
35,57
35,58
36,1
36,3
36,6
36,7
36,9
36,10
36,27
36,28
36,30
36,35
36,41
36,44
36,51
36,53
36,57
37,5
37,7
37,8
37,13
37,17
37,19
37,27
37,42
37,46
37,48
37,51
37,53
37,54
37,59
38,1
38,4
38,6
38,10
38,11
38,13
38,19
38,23
38,30
38,35
38,36
38,40
38,41
38,44
38,48
38,50
38,52
39,2
39,5
39,8
39,11
39,13
39,25
39,32
39,33
39,35
39,37
39,51
39,58
40,0
40,2
40,5
40,13
40,17
40,19
40,20
40,25
40,28
40,33
40,34
40,36
40,37
40,38
40,39
40,41
40,43
40,46
40,48
40,51
40,53
40,55
40,56
41,1
41,7
41,10
41,12
41,26
41,30
41,31
41,32
41,35
41,36
41,38
41,39
41,40
41,44
41,46
41,48
41,52
41,57
42,2
42,13
42,15
42,17
42,18
42,19
42,22
42,33
42,39
42,40
42,43
42,52
42,54
42,56
42,59
43,2
43,9
43,11
43,13
43,16
43,19
43,21
43,26
43,35
43,38
43,39
43,40
43,42
43,50
43,53
43,54
43,55
43,59
44,0
44,1
44,4
44,6
44,8
44,10
44,11
44,17
44,20
44,21
44,25
44,26
44,29
44,31
44,35
44,37
44,39
44,41
44,48
44,50
44,52
44,55
44,57
45,3
45,11
45,12
45,16
45,22
45,24
45,26
45,29
45,34
45,47
45,55
45,57
46,1
46,3
46,5
46,7
46,11
46,12
46,13
46,14
46,15
46,17
46,20
46,21
46,24
46,25
46,26
46,28
46,29
46,36
46,47
46,49
46,50
46,51
46,53
46,58
47,18
47,21
47,22
47,24
47,25
47,29
47,33
47,34
47,43
47,45
47,48
47,49
47,55
48,0
48,1
48,2
48,4
48,6
48,10
48,27
48,28
48,30
48,31
48,34
48,36
48,37
48,38
48,39
48,41
48,42
48,44
48,57
49,3
49,4
49,11
49,12
49,15
49,18
49,21
49,22
49,24
49,25
49,34
49,35
49,36
49,45
49,46
49,55
49,58
50,3
50,5
50,10
50,11
50,12
50,13
50,15
50,17
50,25
50,29
50,31
50,36
50,40
50,45
50,48
50,56
51,4
51,5
51,7
51,8
51,11
51,13
51,17
51,19
51,20
51,30
51,33
51,36
51,37
51,38
51,42
51,46
51,54
52,0
52,1
52,6
52,10
52,18
52,23
52,27
52,31
52,36
52,38
52,41
52,42
52,43
52,48
52,59
53,1
53,2
53,3
53,8
53,12
53,13
53,18
53,20
53,28
53,30
53,39
53,44
53,51
53,54
54,1
54,8
54,12
54,19
54,27
54,32
54,37
54,48
54,57
55,12
55,14
55,18
55,21
55,22
55,23
55,24
55,25
55,29
55,34
55,42
55,45
55,47
55,49
55,50
55,58
56,0
56,2
56,3
56,9
56,10
56,12
56,16
56,17
56,24
56,37
56,47
56,51
56,58
56,59
57,0
57,1
57,3
57,4
57,6
57,10
57,11
57,26
57,28
57,30
57,31
57,32
57,35
57,36
57,41
57,44
57,48
57,54
58,2
58,8
58,9
58,10
58,16
58,19
58,22
58,33
58,34
58,36
58,37
58,38
58,39
58,41
58,43
58,45
58,51
58,53
58,54
58,56
58,59
59,0
59,16
59,18
59,34
59,37
59,42
59,43
59,45
59,54
59,56
59,58
